dateTime,open,high,low,close,volume
2020-08-18 00:00:00,2.09000000,4.44000000,2.00000000,3.10000000,6039881.97000000
2020-08-19 00:00:00,3.10000000,3.19990000,2.64000000,2.95000000,15895774.92000000
2020-08-20 00:00:00,2.94490000,3.11110000,2.60000000,2.90000000,11040863.60000000
2020-08-21 00:00:00,2.89780000,3.09000000,2.68260000,2.83300000,9765153.74000000
2020-08-22 00:00:00,2.83870000,4.55000000,2.78200000,4.45460000,41611476.51000000
2020-08-23 00:00:00,4.47560000,4.48640000,3.70320000,3.97790000,23845309.65000000
2020-08-24 00:00:00,3.98050000,4.79830000,3.78000000,4.57590000,25843953.12000000
2020-08-25 00:00:00,4.57590000,5.77000000,4.48000000,5.54120000,39457369.99000000
2020-08-26 00:00:00,5.54120000,6.57000000,5.10150000,6.07080000,37811519.74000000
2020-08-27 00:00:00,6.07080000,6.80000000,5.20010000,5.65470000,42626336.42000000
2020-08-28 00:00:00,5.65690000,6.35000000,5.46200000,6.18120000,24019172.63000000
2020-08-29 00:00:00,6.17690000,6.55600000,6.00320000,6.13330000,15360444.96000000
2020-08-30 00:00:00,6.13390000,6.25100000,5.69990000,5.89120000,13266535.91000000
2020-08-31 00:00:00,5.88750000,6.46620000,5.75410000,6.27180000,13564047.71000000
2020-09-01 00:00:00,6.27120000,6.86190000,6.12000000,6.23900000,16330264.82000000
2020-09-02 00:00:00,6.24000000,6.44720000,5.58000000,6.13740000,15500500.04000000
2020-09-03 00:00:00,6.13750000,6.33250000,5.54710000,5.67430000,21239867.51000000
2020-09-04 00:00:00,5.67430000,5.99000000,4.50000000,5.10190000,28314850.39000000
2020-09-05 00:00:00,5.09870000,5.31470000,3.53210000,4.14560000,32791302.31000000
2020-09-06 00:00:00,4.14560000,4.92100000,3.72980000,4.78400000,23608694.54000000
2020-09-07 00:00:00,4.78490000,4.83670000,4.00100000,4.59440000,16089613.82000000
2020-09-08 00:00:00,4.59670000,4.63390000,4.10670000,4.27870000,10449746.70000000
2020-09-09 00:00:00,4.26570000,4.79350000,4.07700000,4.70030000,11225976.14000000
2020-09-10 00:00:00,4.70030000,4.88940000,4.43080000,4.57960000,9912392.07000000
2020-09-11 00:00:00,4.57810000,4.75000000,4.31000000,4.64980000,9013005.18000000
2020-09-12 00:00:00,4.64330000,5.29600000,4.49980000,5.13850000,12566058.18000000
2020-09-13 00:00:00,5.13790000,5.47710000,4.76680000,5.32130000,16262645.74000000
2020-09-14 00:00:00,5.31980000,5.57610000,5.09110000,5.35550000,14288009.60000000
2020-09-15 00:00:00,5.35970000,5.45000000,5.01200000,5.05350000,10306445.21000000
2020-09-16 00:00:00,5.05350000,5.28000000,4.95780000,5.07120000,8102718.15000000
2020-09-17 00:00:00,5.07390000,5.42610000,5.04300000,5.33540000,10973999.33000000
2020-09-18 00:00:00,5.33130000,5.45500000,5.09390000,5.26160000,7241901.56000000
2020-09-19 00:00:00,5.25950000,5.26400000,4.78620000,4.92400000,6124417.44000000
2020-09-20 00:00:00,4.92050000,4.97070000,4.37150000,4.65180000,11400427.77000000
2020-09-21 00:00:00,4.65600000,4.69690000,3.91000000,4.06910000,18249034.01000000
2020-09-22 00:00:00,4.07000000,4.21030000,3.90000000,4.16250000,8023448.28000000
2020-09-23 00:00:00,4.16230000,4.32410000,3.94000000,4.00770000,9432617.01000000
2020-09-24 00:00:00,4.01280000,4.49000000,3.96160000,4.37820000,8363967.02000000
2020-09-25 00:00:00,4.37840000,4.52990000,4.24100000,4.41390000,6666492.08000000
2020-09-26 00:00:00,4.41390000,4.48190000,4.22400000,4.33080000,3890876.06000000
2020-09-27 00:00:00,4.33290000,4.36410000,4.11520000,4.29620000,3814327.15000000
2020-09-28 00:00:00,4.29990000,4.59390000,4.24740000,4.45010000,9835916.81000000
2020-09-29 00:00:00,4.45000000,4.61120000,4.33100000,4.49690000,7753017.85000000
2020-09-30 00:00:00,4.49700000,4.50000000,4.22880000,4.34580000,4418266.77000000
2020-10-01 00:00:00,4.34590000,4.58580000,4.23170000,4.34680000,7358246.56000000
2020-10-02 00:00:00,4.34270000,4.36210000,3.88820000,4.12820000,7748588.83000000
2020-10-03 00:00:00,4.12800000,4.13490000,4.02630000,4.06070000,3078936.51000000
2020-10-04 00:00:00,4.06060000,4.19900000,4.01110000,4.17700000,2792994.50000000
2020-10-05 00:00:00,4.17440000,4.25000000,4.10600000,4.16210000,4362181.16000000
2020-10-06 00:00:00,4.15890000,4.18000000,3.60600000,3.74650000,9256379.98000000
2020-10-07 00:00:00,3.74610000,3.89640000,3.60000000,3.85170000,8599075.85000000
2020-10-08 00:00:00,3.85380000,4.16250000,3.63330000,4.11630000,8531658.60000000
2020-10-09 00:00:00,4.11450000,4.35000000,4.00870000,4.25410000,6400372.85000000
2020-10-10 00:00:00,4.25460000,4.48900000,4.23000000,4.26060000,5182487.56000000
2020-10-11 00:00:00,4.25790000,4.33550000,4.16830000,4.24500000,3675666.58000000
2020-10-12 00:00:00,4.24640000,4.45010000,4.18990000,4.30750000,6228123.12000000
2020-10-13 00:00:00,4.30990000,4.34640000,4.13020000,4.24730000,4643179.26000000
2020-10-14 00:00:00,4.25150000,4.37950000,4.08360000,4.18290000,5239195.66000000
2020-10-15 00:00:00,4.18160000,4.18730000,4.02000000,4.09900000,3826663.78000000
2020-10-16 00:00:00,4.09900000,4.15620000,3.80000000,3.91060000,5544038.18000000
2020-10-17 00:00:00,3.91320000,3.97990000,3.86070000,3.96630000,1738606.63000000
2020-10-18 00:00:00,3.96520000,4.12500000,3.95400000,4.10680000,2456005.50000000
2020-10-19 00:00:00,4.10700000,4.12290000,3.95010000,3.98600000,2740611.47000000
2020-10-20 00:00:00,3.98430000,4.14900000,3.86410000,3.90340000,5741108.49000000
2020-10-21 00:00:00,3.90340000,4.26000000,3.89070000,4.13520000,7288864.80000000
2020-10-22 00:00:00,4.13290000,4.33800000,4.12340000,4.26830000,5757990.79000000
2020-10-23 00:00:00,4.26960000,4.48000000,4.18500000,4.26330000,8353056.52000000
2020-10-24 00:00:00,4.26400000,4.43000000,4.23810000,4.35360000,4486543.97000000
2020-10-25 00:00:00,4.35000000,4.44950000,4.25880000,4.33100000,4100261.59000000
2020-10-26 00:00:00,4.33150000,4.74750000,4.29060000,4.70310000,11305772.22000000
2020-10-27 00:00:00,4.70640000,4.95000000,4.64290000,4.67210000,10646881.65000000
2020-10-28 00:00:00,4.67230000,4.78000000,4.25200000,4.35700000,9278337.14000000
2020-10-29 00:00:00,4.35690000,4.41150000,3.84690000,4.06050000,10671185.96000000
2020-10-30 00:00:00,4.06050000,4.16200000,3.91530000,4.08450000,7322005.17000000
2020-10-31 00:00:00,4.08430000,4.28200000,4.05740000,4.18540000,3270318.58000000
2020-11-01 00:00:00,4.18330000,4.22500000,4.10790000,4.22110000,2456433.20000000
2020-11-02 00:00:00,4.22110000,4.26270000,3.96000000,4.03160000,5197343.74000000
2020-11-03 00:00:00,4.02720000,4.06940000,3.88420000,4.03620000,5133339.46000000
2020-11-04 00:00:00,4.03770000,4.15560000,3.89150000,4.09690000,7425623.62000000
2020-11-05 00:00:00,4.09880000,4.30000000,4.01050000,4.22290000,6288599.56000000
2020-11-06 00:00:00,4.22480000,4.64000000,4.20200000,4.58260000,8938274.32000000
2020-11-07 00:00:00,4.58370000,4.85860000,4.08000000,4.23410000,15757508.90000000
2020-11-08 00:00:00,4.23110000,4.42750000,4.13000000,4.37360000,5332066.66000000
2020-11-09 00:00:00,4.37330000,4.46390000,4.23950000,4.34630000,5918543.00000000
2020-11-10 00:00:00,4.34760000,4.50610000,4.29980000,4.42310000,5197286.34000000
2020-11-11 00:00:00,4.42300000,4.63000000,4.41680000,4.44610000,6264704.63000000
2020-11-12 00:00:00,4.44600000,4.47580000,4.31030000,4.40420000,4584711.89000000
2020-11-13 00:00:00,4.40420000,4.59180000,4.36940000,4.54250000,5539505.41000000
2020-11-14 00:00:00,4.54010000,4.55490000,4.35170000,4.46370000,5232906.42000000
2020-11-15 00:00:00,4.46560000,4.50270000,4.30630000,4.36640000,4897453.63000000
2020-11-16 00:00:00,4.36590000,4.60000000,4.33530000,4.49830000,6702906.33000000
2020-11-17 00:00:00,4.49860000,4.93480000,4.48820000,4.85690000,13923587.21000000
2020-11-18 00:00:00,4.85740000,4.94500000,4.49500000,4.67970000,11415111.58000000
2020-11-19 00:00:00,4.67910000,4.85000000,4.53990000,4.75670000,7976959.23000000
2020-11-20 00:00:00,4.75570000,5.47140000,4.74040000,5.23000000,17934442.25000000
2020-11-21 00:00:00,5.23010000,5.81370000,5.12850000,5.78240000,14938158.71000000
2020-11-22 00:00:00,5.78220000,5.84530000,5.17020000,5.52400000,12275138.21000000
2020-11-23 00:00:00,5.51600000,5.96000000,5.41500000,5.90930000,14908169.22000000
2020-11-24 00:00:00,5.90630000,6.08570000,5.60500000,5.73340000,15057227.46000000
2020-11-25 00:00:00,5.73050000,5.83280000,5.13000000,5.30180000,10948123.70000000
2020-11-26 00:00:00,5.30000000,5.37710000,4.43420000,4.80900000,20179716.49000000
2020-11-27 00:00:00,4.80910000,5.07520000,4.49690000,4.81510000,8464913.51000000
2020-11-28 00:00:00,4.81480000,4.95450000,4.67000000,4.89390000,5004579.77000000
2020-11-29 00:00:00,4.89250000,5.20590000,4.80000000,5.19200000,5392525.95000000
2020-11-30 00:00:00,5.19200000,5.44760000,5.13330000,5.37670000,9070457.89000000
2020-12-01 00:00:00,5.37800000,5.54290000,4.92000000,5.08060000,10943827.45000000
2020-12-02 00:00:00,5.08240000,5.54590000,4.99940000,5.46450000,7081941.51000000
2020-12-03 00:00:00,5.45830000,5.56790000,5.32100000,5.39970000,5002283.03000000
2020-12-04 00:00:00,5.39820000,5.43360000,4.95530000,5.00000000,5569105.06000000
2020-12-05 00:00:00,5.00000000,5.19250000,4.87670000,5.18060000,4496795.32000000
2020-12-06 00:00:00,5.18170000,5.20680000,5.00000000,5.12680000,2749760.54000000
2020-12-07 00:00:00,5.12930000,5.15640000,5.01070000,5.05690000,2453405.21000000
2020-12-08 00:00:00,5.05680000,5.07110000,4.70000000,4.73990000,5044001.16000000
2020-12-09 00:00:00,4.73780000,4.93920000,4.61670000,4.87280000,5290274.94000000
2020-12-10 00:00:00,4.87320000,4.91670000,4.70000000,4.80030000,2575244.64000000
2020-12-11 00:00:00,4.80260000,4.81530000,4.54000000,4.61200000,3915723.68000000
2020-12-12 00:00:00,4.61020000,4.79890000,4.60700000,4.73850000,2757351.25000000
2020-12-13 00:00:00,4.73810000,5.10000000,4.72500000,4.89570000,3939252.37000000
2020-12-14 00:00:00,4.89660000,5.00940000,4.82640000,4.89690000,2543847.20000000
2020-12-15 00:00:00,4.89780000,5.29110000,4.84450000,5.23910000,5957058.68000000
2020-12-16 00:00:00,5.24000000,5.37400000,5.11500000,5.36470000,7988631.33000000
2020-12-17 00:00:00,5.36340000,5.74980000,5.26700000,5.34550000,11536864.68000000
2020-12-18 00:00:00,5.34270000,5.50970000,5.24500000,5.35490000,5673140.98000000
2020-12-19 00:00:00,5.35920000,5.57700000,5.27660000,5.33580000,5524007.44000000
2020-12-20 00:00:00,5.33640000,5.43740000,5.07230000,5.18680000,6165710.95000000
2020-12-21 00:00:00,5.18660000,5.44830000,4.77320000,4.87020000,7796554.96000000
2020-12-22 00:00:00,4.87070000,5.21000000,4.79740000,5.15500000,8558735.42000000
2020-12-23 00:00:00,5.15250000,5.19110000,4.58590000,4.71490000,8098117.21000000
2020-12-24 00:00:00,4.71490000,5.20130000,4.62980000,5.11160000,8292421.99000000
2020-12-25 00:00:00,5.11020000,5.28810000,5.04070000,5.20990000,5278806.02000000
2020-12-26 00:00:00,5.21240000,5.29380000,5.08100000,5.19240000,4830448.15000000
2020-12-27 00:00:00,5.19460000,5.46910000,4.93250000,5.14550000,12600497.85000000
2020-12-28 00:00:00,5.14620000,6.70000000,5.10800000,6.59820000,28565820.35000000
2020-12-29 00:00:00,6.59310000,7.70000000,6.12000000,7.54020000,43059737.73000000
2020-12-30 00:00:00,7.54730000,7.67800000,7.05500000,7.22820000,29271542.34000000
2020-12-31 00:00:00,7.22840000,9.51000000,7.12060000,9.26190000,39283522.88000000
2021-01-01 00:00:00,9.26200000,9.42800000,8.07290000,8.27760000,40444969.81000000
2021-01-02 00:00:00,8.27750000,9.89000000,7.89000000,9.20370000,41542040.61000000
2021-01-03 00:00:00,9.20560000,10.50000000,8.84480000,10.13070000,37224723.44000000
2021-01-04 00:00:00,10.14530000,10.51690000,8.70000000,9.51260000,35233997.11000000
2021-01-05 00:00:00,9.51470000,10.04410000,9.01000000,9.70840000,20433614.97000000
2021-01-06 00:00:00,9.71260000,10.44520000,9.46110000,10.06790000,24556008.75000000
2021-01-07 00:00:00,10.06790000,10.68000000,9.38000000,9.64390000,23807905.10000000
2021-01-08 00:00:00,9.64320000,9.81400000,8.77880000,9.29980000,18487740.39000000
2021-01-09 00:00:00,9.29590000,9.81500000,9.04180000,9.73540000,11628693.46000000
2021-01-10 00:00:00,9.73540000,9.98890000,8.60540000,9.29110000,13493639.61000000
2021-01-11 00:00:00,9.29620000,9.32000000,7.16420000,8.26910000,39051182.14000000
2021-01-12 00:00:00,8.27360000,8.72430000,7.92010000,8.30780000,17770135.49000000
2021-01-13 00:00:00,8.30720000,11.44070000,7.98330000,10.94860000,33973317.45000000
2021-01-14 00:00:00,10.94170000,14.68000000,10.88010000,14.48670000,50546604.14000000
2021-01-15 00:00:00,14.48620000,14.95990000,11.76190000,13.16790000,56797246.56000000
2021-01-16 00:00:00,13.16380000,19.40000000,13.15670000,17.98930000,80460090.20000000
2021-01-17 00:00:00,17.98490000,18.26770000,16.28000000,17.08320000,50659218.35000000
2021-01-18 00:00:00,17.08970000,18.22100000,15.70000000,16.58980000,26097571.18000000
2021-01-19 00:00:00,16.57860000,17.49000000,15.88700000,16.39330000,23747474.38000000
2021-01-20 00:00:00,16.39510000,18.20780000,14.79000000,17.98080000,33656669.48000000
2021-01-21 00:00:00,17.97980000,18.15000000,14.98200000,15.98180000,38757498.25000000
2021-01-22 00:00:00,15.98370000,18.01780000,14.71110000,17.12070000,31458042.07000000
2021-01-23 00:00:00,17.12430000,18.80000000,16.79510000,18.74460000,24293114.74000000
2021-01-24 00:00:00,18.74470000,18.76460000,17.22000000,17.97450000,15685459.56000000
2021-01-25 00:00:00,17.97570000,19.10000000,17.06900000,17.20700000,19765645.59000000
2021-01-26 00:00:00,17.20750000,17.78440000,16.00000000,17.10130000,14031585.41000000
2021-01-27 00:00:00,17.11150000,17.12700000,15.03160000,15.43000000,18777450.02000000
2021-01-28 00:00:00,15.43500000,17.49380000,15.25830000,16.86430000,18773126.13000000
2021-01-29 00:00:00,16.87160000,17.75220000,15.93890000,16.79680000,24085491.74000000
2021-01-30 00:00:00,16.79950000,17.08080000,16.13270000,16.53490000,10071916.92000000
2021-01-31 00:00:00,16.54230000,17.53320000,15.64380000,16.11280000,13322271.39000000
2021-02-01 00:00:00,16.11530000,16.56150000,15.58070000,16.43850000,10427226.81000000
2021-02-02 00:00:00,16.44010000,17.67000000,15.98130000,17.17650000,17507006.87000000
2021-02-03 00:00:00,17.17660000,20.93220000,16.80000000,20.85380000,28799999.03000000
2021-02-04 00:00:00,20.85880000,21.73210000,18.57000000,19.66770000,25501882.41000000
2021-02-05 00:00:00,19.66820000,21.40000000,19.34720000,20.84000000,17350792.08000000
2021-02-06 00:00:00,20.82590000,21.39900000,19.84250000,20.37340000,11925117.12000000
2021-02-07 00:00:00,20.36900000,20.80310000,18.46000000,19.73450000,15159822.49000000
2021-02-08 00:00:00,19.73650000,23.69690000,19.18280000,22.98530000,25522324.88000000
2021-02-09 00:00:00,22.98400000,24.12000000,22.22690000,23.08460000,16067713.73000000
2021-02-10 00:00:00,23.08900000,24.84980000,21.89160000,23.58210000,16612771.89000000
2021-02-11 00:00:00,23.57840000,25.70710000,23.23570000,25.02240000,13943337.77000000
2021-02-12 00:00:00,25.00360000,29.72720000,24.50000000,28.65550000,15767764.90000000
2021-02-13 00:00:00,28.65230000,30.21000000,27.22030000,27.93640000,15559714.60000000
2021-02-14 00:00:00,27.96020000,29.41420000,26.40000000,26.87240000,10698732.39000000
2021-02-15 00:00:00,26.88000000,29.53650000,23.15550000,27.80210000,20272317.43000000
2021-02-16 00:00:00,27.82010000,31.06060000,26.80020000,30.08320000,20070860.93000000
2021-02-17 00:00:00,30.08970000,32.40000000,29.61090000,31.98620000,14917487.45000000
2021-02-18 00:00:00,31.98490000,32.59260000,30.54530000,31.11000000,7915382.55000000
2021-02-19 00:00:00,31.11000000,35.00000000,29.50000000,34.82400000,16536466.18000000
2021-02-20 00:00:00,34.80930000,42.28480000,34.70000000,38.94200000,29189715.44000000
2021-02-21 00:00:00,38.93810000,40.69920000,38.00000000,39.58630000,15160345.53000000
2021-02-22 00:00:00,39.58670000,39.74340000,30.81040000,37.61430000,27519472.04000000
2021-02-23 00:00:00,37.63690000,37.80000000,26.50000000,34.53250000,40437206.88000000
2021-02-24 00:00:00,34.56970000,36.80000000,31.10000000,33.63960000,20265938.21000000
2021-02-25 00:00:00,33.63150000,35.26000000,30.85820000,31.23410000,13365957.05000000
2021-02-26 00:00:00,31.22820000,33.55160000,28.00010000,31.43620000,25275240.20000000
2021-02-27 00:00:00,31.45060000,35.66180000,31.34710000,33.45750000,20330311.63000000
2021-02-28 00:00:00,33.46640000,34.56000000,29.70000000,33.80000000,19977135.54000000
2021-03-01 00:00:00,33.79640000,35.66000000,33.01490000,35.62730000,13666144.31000000
2021-03-02 00:00:00,35.62780000,37.92470000,34.37770000,36.13930000,15276420.14000000
2021-03-03 00:00:00,36.14850000,38.68000000,36.10310000,37.09850000,11641704.64000000
2021-03-04 00:00:00,37.06610000,38.38000000,34.35000000,35.21660000,11601602.41000000
2021-03-05 00:00:00,35.22510000,35.26870000,31.31000000,33.61940000,15293689.83000000
2021-03-06 00:00:00,33.59260000,34.19970000,32.05000000,33.35960000,6037223.17000000
2021-03-07 00:00:00,33.36280000,35.29990000,33.36280000,35.09500000,6061093.36000000
2021-03-08 00:00:00,35.08980000,35.55660000,33.40530000,34.97370000,6813802.79000000
2021-03-09 00:00:00,34.98670000,38.87880000,34.51480000,38.18820000,12891833.92000000
2021-03-10 00:00:00,38.18450000,39.60000000,36.21810000,37.54940000,12012623.70000000
2021-03-11 00:00:00,37.55340000,38.04340000,35.86750000,36.90260000,8664283.50000000
2021-03-12 00:00:00,36.89880000,37.49950000,34.37730000,35.95510000,6812852.03000000
